n,payout_policy_id,start_at,retained_usd,harvest_usd,activated,deaths,correlated_death_events,payouts,unwithdrawn_usd
1,half_of_maximum,2022-08-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2022-09-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2022-10-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2022-11-01T01:00:00+02:00,5581.69,6341.69,3,2,0,10,-109.35
1,half_of_maximum,2022-12-01T01:00:00+02:00,5616.69,6341.69,3,2,0,10,944.15
1,half_of_maximum,2023-01-03T01:00:00+02:00,-265.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2023-02-01T01:00:00+02:00,-230.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2023-03-01T01:00:00+02:00,8221.69,8841.69,3,2,0,14,1866.95
1,half_of_maximum,2023-04-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2023-05-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2023-06-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2023-07-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2023-08-01T01:00:00+03:00,3465.6,4505.6,3,3,0,8,0.0
1,half_of_maximum,2023-09-01T01:00:00+03:00,11070.38,12115.38,5,4,0,18,294.55
1,half_of_maximum,2023-10-02T01:00:00+03:00,3370.0,4500.0,4,3,0,8,3.25
1,half_of_maximum,2023-11-01T01:00:00+02:00,3905.0,5000.0,4,3,0,9,1797.6
1,half_of_maximum,2023-12-01T01:00:00+02:00,5137.82,6197.82,4,3,0,11,1168.03
1,half_of_maximum,2024-01-02T01:00:00+02:00,11243.77,12288.77,5,5,0,19,0.0
1,half_of_maximum,2024-02-01T01:00:00+02:00,10733.2,11813.2,5,5,0,18,0.0
1,half_of_maximum,2024-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2024-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,half_of_maximum,2024-05-01T01:00:00+03:00,2436.92,3921.92,6,5,0,7,187.5
1,half_of_maximum,2024-06-03T01:00:00+03:00,5477.82,6877.82,7,6,0,12,3263.75
1,half_of_maximum,2024-07-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-01-02T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-02-03T01:00:00+02:00,849.35,1984.35,6,5,0,3,-776.75
1,maximum_always,2020-03-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-04-01T01:00:00+03:00,2362.15,3587.15,7,6,0,5,190.45
1,maximum_always,2020-05-01T01:00:00+03:00,2397.15,3587.15,7,6,0,5,1414.05
1,maximum_always,2020-06-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-07-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-08-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-09-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-10-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-11-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2020-12-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-01-04T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-02-01T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-05-03T01:00:00+03:00,2090.7,3525.7,7,6,0,5,-393.8
1,maximum_always,2021-06-01T01:00:00+03:00,2125.7,3525.7,7,6,0,5,-605.65
1,maximum_always,2021-07-01T01:00:00+03:00,2160.7,3525.7,7,6,0,5,240.4
1,maximum_always,2021-08-02T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-09-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-10-01T01:00:00+03:00,1891.05,3256.05,7,6,0,5,1116.4
1,maximum_always,2021-11-01T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2021-12-01T01:00:00+02:00,-173.1,641.9,4,4,0,1,0.0
1,maximum_always,2022-01-03T01:00:00+02:00,-102.35,517.65,3,3,0,1,0.0
1,maximum_always,2022-02-01T01:00:00+02:00,-67.35,517.65,3,3,0,1,0.0
1,maximum_always,2022-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2022-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2022-05-02T01:00:00+03:00,4776.55,5571.55,3,3,0,7,0.0
1,maximum_always,2022-06-01T01:00:00+03:00,4776.55,5571.55,3,3,0,7,0.0
1,maximum_always,2022-07-01T01:00:00+03:00,4686.55,5571.55,4,3,0,7,1079.9
1,maximum_always,2022-08-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2022-09-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2022-10-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2022-11-01T01:00:00+02:00,5509.35,6394.35,4,3,0,8,916.75
1,maximum_always,2022-12-01T01:00:00+02:00,6057.35,6907.35,4,3,0,9,1457.25
1,maximum_always,2023-01-03T01:00:00+02:00,-265.0,0.0,1,1,0,0,0.0
1,maximum_always,2023-02-01T01:00:00+02:00,-230.0,0.0,1,1,0,0,0.0
1,maximum_always,2023-03-01T01:00:00+02:00,9438.1,10343.1,5,4,0,12,732.1
1,maximum_always,2023-04-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2023-05-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2023-06-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2023-07-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2023-08-01T01:00:00+03:00,8178.75,9203.75,4,4,0,10,0.0
1,maximum_always,2023-09-01T01:00:00+03:00,9292.35,10532.35,6,5,0,12,294.55
1,maximum_always,2023-10-02T01:00:00+03:00,8010.6,9125.6,5,4,0,10,3.25
1,maximum_always,2023-11-01T01:00:00+02:00,8600.9,9680.9,5,4,0,11,1742.3
1,maximum_always,2023-12-01T01:00:00+02:00,10384.15,11464.15,5,5,0,13,0.0
1,maximum_always,2024-01-02T01:00:00+02:00,4673.75,5803.75,4,4,0,8,0.0
1,maximum_always,2024-02-01T01:00:00+02:00,6355.5,7505.5,5,5,0,11,0.0
1,maximum_always,2024-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,maximum_always,2024-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,maximum_always,2024-05-01T01:00:00+03:00,7675.5,8735.5,4,4,0,10,0.0
1,maximum_always,2024-06-03T01:00:00+03:00,2611.25,3721.25,3,3,0,5,0.0
1,maximum_always,2024-07-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-01-02T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-02-03T01:00:00+02:00,865.0,2000.0,6,5,0,4,-776.75
1,minimum_500_always,2020-03-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-04-01T01:00:00+03:00,1935.0,3000.0,6,5,0,6,1386.0
1,minimum_500_always,2020-05-01T01:00:00+03:00,2970.0,4000.0,6,5,0,8,1609.6
1,minimum_500_always,2020-06-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-07-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-08-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-09-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-10-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-11-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2020-12-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-01-04T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-02-01T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-05-03T01:00:00+03:00,3240.0,4500.0,7,6,0,9,1114.9
1,minimum_500_always,2021-06-01T01:00:00+03:00,3275.0,4500.0,7,6,0,9,903.05
1,minimum_500_always,2021-07-01T01:00:00+03:00,3810.0,5000.0,7,6,0,10,1249.1
1,minimum_500_always,2021-08-02T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-09-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-10-01T01:00:00+03:00,4810.0,6000.0,7,6,0,12,1125.1
1,minimum_500_always,2021-11-01T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2021-12-01T01:00:00+02:00,-190.0,500.0,3,3,0,1,0.0
1,minimum_500_always,2022-01-03T01:00:00+02:00,-120.0,500.0,3,3,0,1,0.0
1,minimum_500_always,2022-02-01T01:00:00+02:00,-85.0,500.0,3,3,0,1,0.0
1,minimum_500_always,2022-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2022-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2022-05-02T01:00:00+03:00,6220.0,7000.0,4,4,0,14,0.0
1,minimum_500_always,2022-06-01T01:00:00+03:00,6130.0,7000.0,5,4,0,14,941.9
1,minimum_500_always,2022-07-01T01:00:00+03:00,7165.0,8000.0,5,4,0,16,1180.2
1,minimum_500_always,2022-08-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2022-09-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2022-10-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2022-11-01T01:00:00+02:00,6810.0,7500.0,3,2,0,15,1543.9
1,minimum_500_always,2022-12-01T01:00:00+02:00,7845.0,8500.0,3,2,0,17,1597.4
1,minimum_500_always,2023-01-03T01:00:00+02:00,-265.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2023-02-01T01:00:00+02:00,-230.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2023-03-01T01:00:00+02:00,10450.0,11000.0,3,2,0,22,2520.2
1,minimum_500_always,2023-04-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2023-05-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2023-06-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2023-07-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2023-08-01T01:00:00+03:00,9150.0,10000.0,4,3,0,20,1135.3
1,minimum_500_always,2023-09-01T01:00:00+03:00,10220.0,11000.0,4,3,0,22,196.65
1,minimum_500_always,2023-10-02T01:00:00+03:00,9060.0,10000.0,5,4,0,20,-94.65
1,minimum_500_always,2023-11-01T01:00:00+02:00,9595.0,10500.0,5,4,0,21,1699.7
1,minimum_500_always,2023-12-01T01:00:00+02:00,10630.0,11500.0,5,4,0,23,1267.95
1,minimum_500_always,2024-01-02T01:00:00+02:00,9560.0,10500.0,5,5,0,21,0.0
1,minimum_500_always,2024-02-01T01:00:00+02:00,9025.0,10000.0,5,5,0,20,0.0
1,minimum_500_always,2024-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2024-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,minimum_500_always,2024-05-01T01:00:00+03:00,7955.0,9000.0,5,5,0,18,0.0
1,minimum_500_always,2024-06-03T01:00:00+03:00,4225.0,5500.0,6,5,0,11,1470.45
1,minimum_500_always,2024-07-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-01-02T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-02-03T01:00:00+02:00,437.6,1162.6,3,2,0,2,-680.4
1,preserve_safety_net,2020-03-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-04-01T01:00:00+03:00,1684.6,2339.6,3,2,0,3,1352.3
1,preserve_safety_net,2020-05-01T01:00:00+03:00,2283.25,2903.25,3,2,0,4,2012.25
1,preserve_safety_net,2020-06-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-07-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-08-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-09-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-10-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-11-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2020-12-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-01-04T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-02-01T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-05-03T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-06-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-07-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-08-02T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-09-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-10-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-11-01T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2021-12-01T01:00:00+02:00,2639.65,3294.65,3,3,0,5,0.0
1,preserve_safety_net,2022-01-03T01:00:00+02:00,2368.25,3148.25,4,3,0,5,236.2
1,preserve_safety_net,2022-02-01T01:00:00+02:00,2403.25,3148.25,4,3,0,5,1481.5
1,preserve_safety_net,2022-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2022-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2022-05-02T01:00:00+03:00,5493.6,6238.6,4,3,0,11,521.6
1,preserve_safety_net,2022-06-01T01:00:00+03:00,5528.6,6238.6,4,3,0,11,1798.35
1,preserve_safety_net,2022-07-01T01:00:00+03:00,6804.85,7479.85,4,3,0,13,1795.4
1,preserve_safety_net,2022-08-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2022-09-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2022-10-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2022-11-01T01:00:00+02:00,7286.15,7941.15,3,2,0,12,1434.75
1,preserve_safety_net,2022-12-01T01:00:00+02:00,7852.15,8472.15,3,2,0,13,1957.25
1,preserve_safety_net,2023-01-03T01:00:00+02:00,-265.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2023-02-01T01:00:00+02:00,-230.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2023-03-01T01:00:00+02:00,11373.1,11888.1,3,2,0,17,1964.1
1,preserve_safety_net,2023-04-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2023-05-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2023-06-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2023-07-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2023-08-01T01:00:00+03:00,10901.0,11536.0,2,2,0,16,0.0
1,preserve_safety_net,2023-09-01T01:00:00+03:00,9937.95,10822.95,4,3,0,14,294.55
1,preserve_safety_net,2023-10-02T01:00:00+03:00,10732.85,11457.85,3,2,0,16,3.25
1,preserve_safety_net,2023-11-01T01:00:00+02:00,11302.15,11992.15,3,2,0,17,1763.3
1,preserve_safety_net,2023-12-01T01:00:00+02:00,11951.65,12606.65,3,2,0,18,1717.05
1,preserve_safety_net,2024-01-02T01:00:00+02:00,9943.85,10758.85,4,3,0,14,1534.15
1,preserve_safety_net,2024-02-01T01:00:00+02:00,10298.85,10953.85,3,2,0,15,1737.4
1,preserve_safety_net,2024-03-01T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2024-04-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,preserve_safety_net,2024-05-01T01:00:00+03:00,8936.55,9856.55,4,4,0,13,0.0
1,preserve_safety_net,2024-06-03T01:00:00+03:00,7965.45,8920.45,4,4,0,12,0.0
1,preserve_safety_net,2024-07-01T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-01-02T01:00:00+02:00,-195.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-02-03T01:00:00+02:00,865.0,2000.0,6,5,0,4,-776.75
1,rush_to_uncapped,2020-03-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-04-01T01:00:00+03:00,1935.0,3000.0,6,5,0,6,1386.0
1,rush_to_uncapped,2020-05-01T01:00:00+03:00,2970.0,4000.0,6,5,0,8,1609.6
1,rush_to_uncapped,2020-06-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-07-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-08-03T01:00:00+03:00,-160.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-09-01T01:00:00+03:00,-230.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-10-01T01:00:00+03:00,-195.0,0.0,1,1,0,0,0.0
1,rush_to_uncapped,2020-11-02T01:00:00+02:00,-160.0,0.0,1,1,0,0,0.0
